order,family,header,symbol,kind,requirement,implementation_status,header_evidence,implementation_source,test_evidence,implementation_notes,review_status,review_findings,fix_status,standard_url
222,ISO-C17,<stdio.h>,freopen,function,required,implemented,libc/include/stdio.h,libc/stdio-extra.c|userland/base/libc/posix.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"The first pass did not provide real cookie streams, purge, or in-place stream reassociation; the userland FILE backend now does.",fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
223,ISO-C17,<stdio.h>,fscanf,function,required,implemented,libc/include/stdio.h,libc/stdio-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"The first scanner omitted scansets, bounded numeric fields, and wide string/character arguments; those cases are now handled.",fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
224,ISO-C17,<stdio.h>,fseek,function,required,implemented,libc/include/stdio.h,userland/base/libc/posix.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
225,ISO-C17,<stdio.h>,fsetpos,function,required,implemented,libc/include/stdio.h,libc/stdio-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
226,ISO-C17,<stdio.h>,ftell,function,required,implemented,libc/include/stdio.h,userland/base/libc/posix.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
227,ISO-C17,<stdio.h>,fwrite,function,required,implemented,libc/include/stdio.h,libc/stdio.c|userland/base/libc/posix.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
228,ISO-C17,<stdio.h>,getc,function,required,implemented,libc/include/stdio.h,libc/stdio.c|userland/base/libc/posix.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
229,ISO-C17,<stdio.h>,getchar,function,required,implemented,libc/include/stdio.h,libc/stdio-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
230,ISO-C17,<stdio.h>,perror,function,required,implemented,libc/include/stdio.h,libc/stdio-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
231,ISO-C17,<stdio.h>,printf,function,required,implemented,libc/include/stdio.h,libc/stdio.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
232,ISO-C17,<stdio.h>,putc,function,required,implemented,libc/include/stdio.h,libc/stdio-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
233,ISO-C17,<stdio.h>,putchar,function,required,implemented,libc/include/stdio.h,libc/stdio.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
234,ISO-C17,<stdio.h>,puts,function,required,implemented,libc/include/stdio.h,libc/stdio.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
235,ISO-C17,<stdio.h>,remove,function,required,implemented,libc/include/stdio.h,libc/stdio-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
236,ISO-C17,<stdio.h>,rename,function,required,implemented,libc/include/stdio.h,userland/base/libc/posix.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
237,ISO-C17,<stdio.h>,rewind,function,required,implemented,libc/include/stdio.h,libc/stdio-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
238,ISO-C17,<stdio.h>,scanf,function,required,implemented,libc/include/stdio.h,libc/stdio-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"The first scanner omitted scansets, bounded numeric fields, and wide string/character arguments; those cases are now handled.",fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
239,ISO-C17,<stdio.h>,setbuf,function,required,implemented,libc/include/stdio.h,userland/base/libc/posix.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
240,ISO-C17,<stdio.h>,setvbuf,function,required,implemented,libc/include/stdio.h,userland/base/libc/posix.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
241,ISO-C17,<stdio.h>,snprintf,function,required,implemented,libc/include/stdio.h,libc/format.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
242,ISO-C17,<stdio.h>,sprintf,function,required,implemented,libc/include/stdio.h,libc/stdio-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
243,ISO-C17,<stdio.h>,sscanf,function,required,implemented,libc/include/stdio.h,libc/stdio-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"The first scanner omitted scansets, bounded numeric fields, and wide string/character arguments; those cases are now handled.",fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
244,ISO-C17,<stdio.h>,tmpfile,function,required,implemented,libc/include/stdio.h,libc/stdio-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
245,ISO-C17,<stdio.h>,tmpnam,function,required,implemented,libc/include/stdio.h,libc/stdio-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
246,ISO-C17,<stdio.h>,ungetc,function,required,implemented,libc/include/stdio.h,userland/base/libc/posix.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
247,ISO-C17,<stdio.h>,vfprintf,function,required,implemented,libc/include/stdio.h,libc/stdio-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
248,ISO-C17,<stdio.h>,vfscanf,function,required,implemented,libc/include/stdio.h,libc/stdio-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"The first scanner omitted scansets, bounded numeric fields, and wide string/character arguments; those cases are now handled.",fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
249,ISO-C17,<stdio.h>,vprintf,function,required,implemented,libc/include/stdio.h,libc/stdio-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
250,ISO-C17,<stdio.h>,vscanf,function,required,implemented,libc/include/stdio.h,libc/stdio-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"The first scanner omitted scansets, bounded numeric fields, and wide string/character arguments; those cases are now handled.",fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
251,ISO-C17,<stdio.h>,vsnprintf,function,required,implemented,libc/include/stdio.h,libc/format.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
252,ISO-C17,<stdio.h>,vsprintf,function,required,implemented,libc/include/stdio.h,libc/stdio-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
253,ISO-C17,<stdio.h>,vsscanf,function,required,implemented,libc/include/stdio.h,libc/stdio-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"The first scanner omitted scansets, bounded numeric fields, and wide string/character arguments; those cases are now handled.",fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
254,ISO-C17,<stdlib.h>,_Exit,function,required,implemented,libc/include/stdlib.h,libc/stdlib-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Exit-handler registration was not connected to exit and was not serialized; handlers now run LIFO with registration locking.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
255,ISO-C17,<stdlib.h>,abort,function,required,implemented,libc/include/stdlib.h,libc/stdio.c|userland/base/libc/signal.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
256,ISO-C17,<stdlib.h>,abs,function,required,implemented,libc/include/stdlib.h,libc/strto.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
257,ISO-C17,<stdlib.h>,aligned_alloc,function,required,implemented,libc/include/stdlib.h,libc/stdlib-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
258,ISO-C17,<stdlib.h>,at_quick_exit,function,required,implemented,libc/include/stdlib.h,libc/stdlib-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Exit-handler registration was not connected to exit and was not serialized; handlers now run LIFO with registration locking.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
259,ISO-C17,<stdlib.h>,atexit,function,required,implemented,libc/include/stdlib.h,libc/stdlib-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Exit-handler registration was not connected to exit and was not serialized; handlers now run LIFO with registration locking.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
260,ISO-C17,<stdlib.h>,atof,function,required,implemented,libc/include/stdlib.h,libc/strto.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
261,ISO-C17,<stdlib.h>,atoi,function,required,implemented,libc/include/stdlib.h,libc/strto.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
262,ISO-C17,<stdlib.h>,atol,function,required,implemented,libc/include/stdlib.h,libc/strto.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
263,ISO-C17,<stdlib.h>,atoll,function,required,implemented,libc/include/stdlib.h,libc/strto.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
264,ISO-C17,<stdlib.h>,bsearch,function,required,implemented,libc/include/stdlib.h,libc/stdlib-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
265,ISO-C17,<stdlib.h>,calloc,function,required,implemented,libc/include/stdlib.h,libc/heap.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
266,ISO-C17,<stdlib.h>,div,function,required,implemented,libc/include/stdlib.h,libc/stdlib-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
267,ISO-C17,<stdlib.h>,exit,function,required,implemented,libc/include/stdlib.h,libc/stdio.c|userland/base/libc/posix.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Exit-handler registration was not connected to exit and was not serialized; handlers now run LIFO with registration locking.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
268,ISO-C17,<stdlib.h>,free,function,required,implemented,libc/include/stdlib.h,libc/heap.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
269,ISO-C17,<stdlib.h>,getenv,function,required,implemented,libc/include/stdlib.h,userland/base/libc/posix.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
270,ISO-C17,<stdlib.h>,labs,function,required,implemented,libc/include/stdlib.h,libc/strto.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
271,ISO-C17,<stdlib.h>,ldiv,function,required,implemented,libc/include/stdlib.h,libc/stdlib-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
272,ISO-C17,<stdlib.h>,llabs,function,required,implemented,libc/include/stdlib.h,libc/stdlib-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
273,ISO-C17,<stdlib.h>,lldiv,function,required,implemented,libc/include/stdlib.h,libc/stdlib-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
274,ISO-C17,<stdlib.h>,malloc,function,required,implemented,libc/include/stdlib.h,libc/heap.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
275,ISO-C17,<stdlib.h>,mblen,function,required,implemented,libc/include/stdlib.h,libc/stdlib-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
276,ISO-C17,<stdlib.h>,mbstowcs,function,required,implemented,libc/include/stdlib.h,libc/stdlib-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
277,ISO-C17,<stdlib.h>,mbtowc,function,required,implemented,libc/include/stdlib.h,libc/stdlib-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
278,ISO-C17,<stdlib.h>,qsort,function,required,implemented,libc/include/stdlib.h,libc/stdlib-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
279,ISO-C17,<stdlib.h>,quick_exit,function,required,implemented,libc/include/stdlib.h,libc/stdlib-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,Exit-handler registration was not connected to exit and was not serialized; handlers now run LIFO with registration locking.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
280,ISO-C17,<stdlib.h>,rand,function,required,implemented,libc/include/stdlib.h,libc/strto.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
281,ISO-C17,<stdlib.h>,realloc,function,required,implemented,libc/include/stdlib.h,libc/heap.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
282,ISO-C17,<stdlib.h>,srand,function,required,implemented,libc/include/stdlib.h,libc/strto.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
283,ISO-C17,<stdlib.h>,strtod,function,required,implemented,libc/include/stdlib.h,,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
284,ISO-C17,<stdlib.h>,strtof,function,required,implemented,libc/include/stdlib.h,,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
285,ISO-C17,<stdlib.h>,strtol,function,required,implemented,libc/include/stdlib.h,libc/strto.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
286,ISO-C17,<stdlib.h>,strtold,function,required,implemented,libc/include/stdlib.h,,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
287,ISO-C17,<stdlib.h>,strtoll,function,required,implemented,libc/include/stdlib.h,libc/strto.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
288,ISO-C17,<stdlib.h>,strtoul,function,required,implemented,libc/include/stdlib.h,libc/strto.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
289,ISO-C17,<stdlib.h>,strtoull,function,required,implemented,libc/include/stdlib.h,libc/strto.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
290,ISO-C17,<stdlib.h>,system,function,required,implemented,libc/include/stdlib.h,libc/stdlib-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
291,ISO-C17,<stdlib.h>,wcstombs,function,required,implemented,libc/include/stdlib.h,libc/stdlib-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
292,ISO-C17,<stdlib.h>,wctomb,function,required,implemented,libc/include/stdlib.h,libc/stdlib-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
293,ISO-C17,<string.h>,memchr,function,required,implemented,libc/include/string.h,libc/string.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
294,ISO-C17,<string.h>,memcmp,function,required,implemented,libc/include/string.h,libc/string.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
295,ISO-C17,<string.h>,memcpy,function,required,implemented,libc/include/string.h,libc/string.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
296,ISO-C17,<string.h>,memmove,function,required,implemented,libc/include/string.h,libc/string.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
297,ISO-C17,<string.h>,memset,function,required,implemented,libc/include/string.h,libc/string.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
298,ISO-C17,<string.h>,strcat,function,required,implemented,libc/include/string.h,libc/string.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
299,ISO-C17,<string.h>,strchr,function,required,implemented,libc/include/string.h,libc/string.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
300,ISO-C17,<string.h>,strcmp,function,required,implemented,libc/include/string.h,libc/string.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
301,ISO-C17,<string.h>,strcoll,function,required,implemented,libc/include/string.h,libc/locale.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
302,ISO-C17,<string.h>,strcpy,function,required,implemented,libc/include/string.h,libc/string.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
303,ISO-C17,<string.h>,strcspn,function,required,implemented,libc/include/string.h,libc/string-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
304,ISO-C17,<string.h>,strerror,function,required,implemented,libc/include/string.h,libc/string.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
305,ISO-C17,<string.h>,strlen,function,required,implemented,libc/include/string.h,libc/string.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
306,ISO-C17,<string.h>,strncat,function,required,implemented,libc/include/string.h,libc/string.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
307,ISO-C17,<string.h>,strncmp,function,required,implemented,libc/include/string.h,libc/string.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
308,ISO-C17,<string.h>,strncpy,function,required,implemented,libc/include/string.h,libc/string.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
309,ISO-C17,<string.h>,strpbrk,function,required,implemented,libc/include/string.h,libc/string-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
